,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
1,0.03490323949246521,0.011856084742068895,0.013382193259914521,0.032414807769098886,0.021129381086176124,0.022898500514506814,0.03220095816787205,0.029547279025376016,0.007520770099016638,0.03490323949246521,0.03490323949246521,0.01658993727831659,0.014101505554950267,0.017591142229514634,0.02897377327663153,0.024667619942837504,0.01667742120609117,0.021012735849143316,0.030587365722251736,0.21164021446998715,0.0,0.01706623866286705,0.03490323949246521,0.014140387300627832,0.005625284997233804,0.03490323949246521,0.015880345419700403,0.0,0.03248285082403479,0.007860985373695839,0.0218389729447922,0.019632433877588618,0.009027437744023703,0.03490323949246521,0.06174136444642708,0.03249257126045413
2,0.051442878460891794,0.011000363900858456,0.03177902268314292,0.027621065282889434,0.03247666558934492,0.01560581589801413,0.019492278350726533,0.028992987001437154,0.00022808548252395422,0.027610554875972415,0.0,0.03574520049984109,0.014539011574936866,0.0,0.00975034160232735,0.02772075021592224,0.015578612609016496,0.028519233809658928,0.023294681105759052,0.2292786100949198,0.0055909664443061224,0.0,0.027610554875972415,0.03338316211426351,0.0,0.03256954509560073,0.019176563448649264,0.028246745290843256,0.03731538347004504,0.0,0.022111179290791094,0.027858471595461953,0.001734753127531019,0.029458021820540026,0.05735600939006957,0.04691248499774536
3,0.05216929300592654,0.0,0.005946886240463467,0.0031985151847264692,0.0061098584642629294,0.03480267219877997,0.017312028640517507,0.003598308389814564,0.02717280603556249,0.015125742923092211,0.04230435106569885,0.04873015559960048,0.0,0.0,0.0,0.02389760331796653,0.016936910687800122,0.022703223459111133,0.009079480398920925,0.3456883177416381,0.0,0.0,0.13707926493658973,0.0026806618191521636,0.0,0.0969217708465615,0.00023681816639786746,0.0,0.003113220526479221,0.0,0.003958858104442076,0.0,0.0,0.014776199427241288,0.039514769328027555,0.02694228349122696
4,0.055119692519018604,0.01359433804054544,0.0,0.011548718978199202,0.01061695831043763,0.0,0.010435757301024307,0.000691622899682609,0.012269798603610993,0.025441280887081863,0.04073059023576875,0.05587391663493413,0.0041568422712309205,0.003504974006752648,0.010296079209826225,0.04726996532568839,0.045203149367650686,0.06350089982027829,0.005365256611002067,0.30181122536018334,0.0,0.011998720199135504,0.07469689734561336,0.008870943900472716,0.011667921378355373,0.07732920366119844,0.0,0.010743630555587469,0.006355501352024118,0.0034271389900983884,0.020948748746524304,0.0,0.009653940322429722,0.004124929780022324,0.015047784224698879,0.02770357316092109
5,0.05098974455880334,0.0005848282729262744,0.0,0.008041215657276113,0.008801726352590578,0.0,0.00488585750742343,0.0,0.06892545994928245,0.016915317661864937,0.059543562651967474,0.062257447660264975,0.006572288721073627,0.012835391371232907,0.01113596266646022,0.05584177828603132,0.06905403308312119,0.06463255420158076,0.01591138616160004,0.29093164334264243,0.014971321908066604,0.0,0.0,0.0,0.026901837118623484,0.06644962164365753,0.0,0.0022954729102819815,0.0,0.0,0.01735371414820086,0.004642631174810341,0.020958674277165135,0.0,0.021742537569675924,0.01682399114338018
6,0.05054973038029942,0.0,0.0,0.0,0.0016334195370144577,0.0,0.0,0.0,0.07887929667978211,0.014239021248496075,0.07126697923788183,0.059581151246896114,0.0,0.010159094957864045,0.0,0.07223221866644669,0.049615342874502866,0.05489738429902913,0.009044491299418644,0.2661550446690636,0.024876543807373364,0.0,0.06677485142854922,0.012967956264448022,0.02740495066525861,0.06377332523028867,0.0,0.0,0.0,0.0,0.02551852509080843,0.0070611690704383,0.0,0.0,0.007563972096109817,0.02580553125002527
7,0.028310883048428104,0.0,0.0,0.012716875696287433,0.0009708585471415176,0.0,0.02439471251320513,0.003917173515346262,0.07670960437715146,0.014412675051508228,0.047802980000155704,0.054581941447410354,0.0,0.020357602847672296,0.003868556376225074,0.10745882977586019,0.08725336408432882,0.06887830561246833,0.0047745385867509205,0.24136865924724027,0.004067040365665964,0.0025461701921278834,0.06460515912591835,0.008231279016216786,0.012565631907637376,0.061603632927658025,0.0,0.02213887725798036,0.0002708880812546388,0.0,0.016202113337357993,0.0,0.0,0.0,0.0024869748740300457,0.007504672186972927
8,0.06086068605649375,0.0,0.0,0.002282963643623126,0.013857070638285118,0.04319848354912914,0.022586717939922618,0.015412736001583882,0.058194364900173046,0.019275908652809592,0.04491553013914906,0.0366112920255004,0.0,0.01969713731899747,0.0,0.06331868324344692,0.05697108948891527,0.05630493262917913,0.004678112757968034,0.1444810759525188,0.022953467884970324,0.007341330036545801,0.0834915866452226,0.023256952037984835,0.008987719655383586,0.07131955291251257,0.004892408068537191,0.005442179572033079,0.009432493188628932,0.0,0.031490356564248256,0.0036087315101623885,0.022718007549604846,0.02071469413274729,0.0,0.021703735303726934
9,0.07509235710167161,0.029987243796177676,0.0215505768326566,0.001954580413046525,0.016055799631804812,0.04108168243688437,0.011197358897724774,0.02244213720808741,0.029056902314899435,0.029017095669016446,0.039814792669990884,0.04929753674901949,0.0,0.021963903949319685,0.0,0.07305987025965377,0.020699394701769958,0.05324532426409856,0.007965443940329275,0.18049451043692588,0.01370243457085396,0.00278489366180823,0.028431784438161967,0.014929286651903628,0.025299398454240674,0.0718076213235671,0.005769262975606426,0.0,0.0,0.0009546122062722429,0.015795187078686435,0.0,0.038184075719629784,0.019530980610938165,0.009741187016206854,0.02909276401904437
