Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,98.970001,99.099998,97.250000,97.750000,71.333092,5295200
2005-01-04,97.739998,98.419998,96.519997,96.699997,70.566864,5711000
2005-01-05,96.599998,97.830002,96.400002,96.500000,70.420906,5646700
2005-01-06,96.540001,96.980003,96.050003,96.199997,70.202003,4561700
2005-01-07,96.500000,96.800003,95.470001,95.779999,69.895515,6200700
2005-01-10,95.779999,96.089996,95.239998,95.680000,69.822517,4625100
2005-01-11,95.680000,95.790001,94.709999,95.000000,69.326302,4746400
2005-01-12,95.000000,95.279999,94.059998,95.209999,69.479546,5828600
2005-01-13,95.389999,96.199997,93.699997,94.449997,68.924942,5339400
2005-01-14,94.010002,94.250000,93.550003,94.099998,68.669533,5520800
2005-01-18,93.650002,95.339996,93.620003,94.900002,69.253288,8492100
2005-01-19,94.949997,95.150002,92.930000,93.099998,67.939789,7352700
2005-01-20,92.610001,93.839996,92.599998,93.000000,67.866814,5708600
2005-01-21,93.000000,93.300003,92.230003,92.379997,67.414337,7002600
2005-01-24,92.699997,92.849998,91.760002,91.790001,66.983803,6537300
2005-01-25,91.980003,92.589996,91.949997,92.190002,67.275688,5070700
2005-01-26,92.300003,92.870003,91.940002,91.949997,67.100563,5352000
2005-01-27,91.500000,92.220001,91.440002,91.980003,67.122452,4746900
2005-01-28,92.680000,93.589996,92.480003,92.889999,67.786537,5960600
2005-01-31,93.650002,93.949997,93.050003,93.419998,68.173302,4759900
2005-02-01,93.669998,94.000000,93.370003,93.860001,68.494370,3637400
2005-02-02,93.779999,94.349998,93.629997,94.300003,68.815475,3597400
2005-02-03,93.870003,93.940002,93.059998,93.540001,68.260880,3928700
2005-02-04,93.010002,94.739998,93.000000,94.510002,68.968719,3807600
2005-02-07,94.349998,94.900002,94.330002,94.529999,68.983307,2837800
2005-02-08,94.209999,94.639999,94.129997,94.129997,68.822456,3541100
2005-02-09,94.139999,94.830002,92.540001,92.699997,67.776909,5657100
2005-02-10,92.949997,93.099998,92.300003,92.760002,67.820793,4838400
2005-02-11,92.699997,93.970001,92.500000,93.300003,68.215630,4229300
2005-02-14,93.160004,94.019997,93.160004,93.570000,68.413017,2868800
2005-02-15,93.500000,94.669998,93.480003,94.330002,68.968697,4148000
2005-02-16,94.230003,94.970001,94.199997,94.620003,69.180710,4466500
2005-02-17,94.500000,94.760002,93.739998,93.750000,68.544617,4254200
2005-02-18,93.750000,94.250000,92.900002,93.269997,68.193672,4265300
2005-02-22,92.669998,93.500000,92.230003,92.320000,67.499100,4825100
2005-02-23,92.290001,92.440002,91.550003,92.099998,67.338234,5622800
2005-02-24,91.980003,93.089996,91.849998,92.639999,67.733078,4153900
2005-02-25,92.349998,92.800003,92.290001,92.800003,67.850029,4078500
2005-02-28,92.529999,92.760002,92.410004,92.580002,67.689194,4949800
2005-03-01,92.639999,93.430000,92.589996,93.300003,68.215630,3819900
2005-03-02,92.750000,93.730003,92.750000,92.919998,67.937775,4467400
2005-03-03,93.150002,93.209999,92.199997,92.410004,67.564903,4037800
2005-03-04,92.940002,93.180000,92.360001,92.370003,67.535622,4754000
2005-03-07,92.349998,92.510002,91.589996,91.599998,66.972687,7046900
2005-03-08,91.699997,92.559998,91.699997,92.129997,67.360191,5087800
2005-03-09,92.019997,93.000000,92.010002,92.349998,67.521011,4511200
2005-03-10,92.349998,92.800003,92.089996,92.410004,67.564903,3422500
2005-03-11,92.250000,92.410004,91.199997,91.510002,66.906914,4494300
2005-03-14,91.500000,92.040001,91.500000,91.900002,67.192001,3935500
2005-03-15,92.000000,92.269997,91.199997,91.379997,66.811806,3663100
2005-03-16,90.739998,91.400002,90.250000,90.650002,66.278076,5065300
2005-03-17,90.489998,90.680000,89.699997,89.860001,65.700478,5562100
2005-03-18,89.860001,89.900002,89.089996,89.279999,65.276436,7541500
2005-03-21,89.419998,90.279999,89.269997,89.510002,65.444557,4402400
2005-03-22,89.610001,90.339996,89.260002,89.500000,65.437256,4452500
2005-03-23,89.970001,91.169998,89.820000,90.519997,66.183052,5472100
2005-03-24,90.800003,91.550003,90.699997,90.699997,66.314629,4577100
2005-03-28,90.709999,91.629997,90.620003,91.040001,66.563217,4088900
2005-03-29,90.739998,91.070000,90.180000,90.599998,66.241524,6070400
2005-03-30,90.320000,90.879997,90.320000,90.680000,66.300003,5253900
2005-03-31,90.459999,91.410004,90.220001,91.379997,66.811806,4418600
2005-04-01,91.489998,91.760002,90.040001,90.440002,66.124573,5721200
2005-04-04,90.080002,90.620003,89.769997,90.320000,66.036804,3737800
2005-04-05,90.230003,90.330002,89.260002,89.570000,65.488449,4568400
2005-04-06,89.050003,89.379997,88.709999,89.000000,65.071686,7836800
2005-04-07,89.000000,89.199997,88.099998,88.440002,64.662285,6355700
2005-04-08,88.279999,88.459999,87.500000,87.599998,64.048111,5179200
2005-04-11,87.349998,87.559998,86.089996,86.199997,63.024509,8296500
2005-04-12,85.900002,86.239998,85.169998,85.750000,62.695499,8429700
2005-04-13,85.760002,85.970001,84.239998,84.570000,61.832752,7090700
2005-04-14,84.510002,85.410004,83.470001,83.639999,61.152740,10421200
2005-04-15,79.000000,79.660004,76.330002,76.699997,56.078663,27906300
2005-04-18,77.150002,77.750000,76.139999,76.650002,56.042099,13255000
2005-04-19,76.980003,77.199997,75.250000,75.480003,55.186653,9259900
2005-04-20,75.480003,75.870003,71.849998,72.010002,52.649586,20366300
2005-04-21,73.000000,74.099998,72.800003,74.029999,54.126484,16224400
2005-04-22,74.230003,74.699997,73.260002,74.209999,54.258083,10984400
2005-04-25,75.099998,75.720001,74.050003,74.610001,54.550560,10219400
2005-04-26,74.680000,76.980003,74.650002,75.430000,55.150097,12484300
2005-04-27,75.599998,77.180000,75.500000,77.050003,56.334553,11631400
2005-04-28,77.050003,77.110001,75.650002,75.910004,55.501034,8629200
2005-04-29,77.050003,77.080002,75.910004,76.379997,55.844685,8147700
2005-05-02,76.879997,77.290001,76.029999,76.510002,55.939743,7232500
2005-05-03,76.779999,76.959999,75.930000,76.470001,55.910496,6196300
2005-05-04,76.599998,77.199997,76.500000,77.080002,56.356476,5512300
2005-05-05,78.000000,78.110001,75.330002,75.500000,55.201283,12371800
2005-05-06,75.559998,75.919998,74.970001,75.260002,55.171963,7750300
2005-05-09,75.260002,75.459999,74.709999,74.980003,54.966698,5616700
2005-05-10,74.750000,74.760002,73.040001,73.300003,53.735104,7982200
2005-05-11,73.629997,73.690002,72.510002,73.279999,53.720440,6915700
2005-05-12,73.529999,73.800003,72.500000,72.620003,53.236610,6061900
2005-05-13,72.529999,73.860001,72.519997,73.160004,53.632473,7150600
2005-05-16,73.089996,74.489998,73.089996,74.339996,54.497509,5501500
2005-05-17,73.930000,74.430000,73.330002,74.290001,54.460857,5135600
2005-05-18,75.000000,76.820000,74.690002,76.360001,55.978359,10309600
2005-05-19,76.500000,77.639999,76.370003,77.160004,56.564819,7030400
2005-05-20,77.279999,77.279999,76.360001,76.410004,56.014977,6329800
2005-05-23,76.300003,76.949997,76.000000,76.510002,56.088318,4759800
2005-05-24,76.139999,76.510002,75.559998,75.809998,55.575138,5660700
2005-05-25,75.419998,76.029999,75.169998,76.000000,55.714428,5483400
2005-05-26,76.449997,77.410004,76.290001,77.139999,56.550144,5832000
2005-05-27,77.110001,77.239998,76.529999,77.099998,56.520817,3163900
2005-05-31,77.300003,77.410004,75.500000,75.550003,55.384556,6419000
2005-06-01,75.570000,77.500000,75.570000,76.839996,56.330212,7380600
2005-06-02,76.750000,77.389999,76.680000,77.349998,56.704102,4025600
2005-06-03,77.059998,77.099998,75.739998,75.790001,55.560478,6149900
2005-06-06,75.800003,75.900002,74.919998,75.000000,54.981346,5978600
2005-06-07,75.000000,76.089996,75.000000,75.040001,55.010666,5226600
2005-06-08,75.040001,75.400002,74.629997,74.800003,54.834740,4280000
2005-06-09,74.580002,75.470001,74.230003,74.930000,54.930042,4423200
2005-06-10,74.750000,75.050003,74.099998,74.769997,54.812740,4895800
2005-06-13,74.500000,75.930000,74.449997,75.050003,55.018002,5715700
2005-06-14,75.050003,75.430000,74.730003,74.889999,54.900726,4314900
2005-06-15,75.699997,76.500000,75.150002,76.300003,55.934380,7103600
2005-06-16,76.400002,77.250000,76.309998,77.050003,56.484177,7840000
2005-06-17,77.699997,77.730003,76.379997,76.389999,56.000351,8593800
2005-06-20,76.029999,76.980003,75.570000,76.550003,56.117641,3745600
2005-06-21,76.699997,77.000000,76.110001,76.410004,56.014977,5339100
2005-06-22,76.830002,77.489998,76.669998,77.230003,56.616112,5646300
2005-06-23,76.809998,76.970001,75.059998,75.410004,55.281937,7766700
2005-06-24,75.169998,75.400002,74.000000,74.010002,54.255604,10792100
2005-06-27,74.010002,74.769997,73.500000,73.879997,54.160290,6489800
2005-06-28,73.830002,75.300003,73.449997,75.300003,55.201263,8188800
2005-06-29,75.260002,75.680000,74.620003,74.730003,54.783405,5519100
2005-06-30,74.800003,75.489998,74.070000,74.199997,54.394878,6127000
2005-07-01,74.300003,75.330002,74.300003,74.669998,54.739433,4353100
2005-07-05,74.379997,74.970001,74.160004,74.790001,54.827415,5181800
2005-07-06,74.800003,76.150002,74.400002,75.809998,55.575138,8009300
2005-07-07,75.150002,77.529999,75.000000,77.379997,56.726074,10757200
2005-07-08,77.379997,79.519997,77.139999,79.300003,58.133606,13440500
2005-07-11,79.400002,79.519997,78.519997,78.959999,57.884331,7186700
2005-07-12,79.199997,80.489998,79.180000,80.040001,58.676086,10945500
2005-07-13,81.160004,81.750000,81.160004,81.449997,59.709751,11340000
2005-07-14,82.000000,82.669998,82.000000,82.419998,60.420834,8546200
2005-07-15,82.430000,82.750000,81.519997,82.379997,60.391495,7644100
2005-07-18,81.989998,83.940002,81.680000,81.809998,59.973656,8705600
2005-07-19,84.720001,85.110001,83.699997,83.699997,61.359180,14149700
2005-07-20,83.199997,84.959999,82.989998,84.599998,62.018955,9323200
2005-07-21,84.599998,84.949997,83.400002,84.400002,61.872334,8265300
2005-07-22,83.980003,84.629997,83.860001,84.440002,61.901691,4570400
2005-07-25,83.980003,84.519997,83.919998,84.199997,61.725708,4457800
2005-07-26,84.150002,84.349998,83.849998,84.120003,61.667084,4542900
2005-07-27,83.800003,84.129997,82.809998,83.870003,61.483788,4862200
2005-07-28,83.550003,83.970001,83.269997,83.800003,61.432472,6189700
2005-07-29,83.300003,83.949997,83.220001,83.459999,61.183262,4330300
2005-08-01,83.000000,83.849998,82.849998,83.430000,61.161266,3664300
2005-08-02,83.269997,83.860001,83.040001,83.309998,61.073280,5380700
2005-08-03,83.309998,84.199997,83.110001,84.059998,61.623096,4256200
2005-08-04,83.750000,83.889999,82.980003,83.120003,60.934006,5249900
2005-08-05,82.750000,83.739998,82.730003,83.360001,61.109951,3714600
2005-08-08,83.410004,83.889999,83.019997,83.360001,61.256912,4424300
2005-08-09,83.400002,83.949997,82.940002,83.500000,61.359802,3793500
2005-08-10,83.650002,84.010002,81.970001,82.019997,60.272213,5402400
2005-08-11,81.930000,82.750000,81.620003,82.660004,60.742516,4570400
2005-08-12,82.150002,82.580002,82.059998,82.190002,60.397141,4378200
2005-08-15,81.900002,82.940002,81.610001,82.500000,60.624935,3431100
2005-08-16,82.070000,82.430000,81.089996,81.300003,59.743111,4407400
2005-08-17,81.400002,81.940002,80.839996,81.300003,59.743111,4853000
2005-08-18,81.099998,82.000000,80.800003,81.150002,59.632877,3713300
2005-08-19,81.360001,83.300003,81.360001,82.760002,60.816006,6481000
2005-08-22,82.750000,83.349998,81.849998,82.599998,60.698410,5157200
2005-08-23,82.699997,83.139999,81.599998,82.029999,60.279579,4000300
2005-08-24,81.529999,82.400002,81.230003,81.320000,59.757805,4417600
2005-08-25,81.449997,81.449997,80.720001,81.099998,59.596130,3606100
2005-08-26,80.809998,81.019997,80.260002,80.379997,59.067066,5029300
2005-08-29,80.000000,81.750000,79.900002,81.339996,59.772507,4025300
2005-08-30,81.000000,81.000000,79.980003,80.540001,59.184620,5674200
2005-08-31,80.349998,80.790001,79.870003,80.620003,59.243412,5400800
2005-09-01,80.160004,80.320000,79.339996,79.540001,58.449787,6390600
2005-09-02,79.500000,80.010002,79.459999,79.459999,58.391006,3680600
2005-09-06,79.699997,81.190002,79.699997,81.019997,59.537354,6305500
2005-09-07,80.699997,81.129997,80.320000,80.980003,59.507969,4116300
2005-09-08,81.279999,81.519997,80.500000,80.800003,59.375710,4277300
2005-09-09,80.860001,81.489998,80.519997,81.440002,59.846008,3982200
2005-09-12,81.029999,82.110001,81.000000,81.480003,59.875397,3692800
2005-09-13,81.489998,81.489998,80.519997,80.750000,59.338940,5040900
2005-09-14,80.750000,81.400002,80.419998,80.480003,59.140556,3887700
2005-09-15,80.430000,80.650002,79.669998,80.010002,58.795162,4864100
2005-09-16,80.379997,80.500000,79.830002,80.330002,59.030312,7624900
2005-09-19,79.739998,79.980003,79.010002,79.430000,58.368935,5148500
2005-09-20,79.269997,79.650002,78.629997,78.699997,57.832512,7122300
2005-09-21,78.000000,78.459999,77.370003,77.559998,56.994762,7126000
2005-09-22,77.559998,78.500000,77.300003,78.209999,57.472462,6870400
2005-09-23,77.699997,78.110001,77.500000,78.000000,57.318104,5434600
2005-09-26,78.309998,78.410004,76.930000,77.410004,56.884563,5433200
2005-09-27,77.169998,78.599998,77.160004,77.989998,57.310772,5499600
2005-09-28,78.059998,79.730003,78.059998,79.500000,58.420395,7747700
2005-09-29,79.250000,80.550003,78.870003,80.360001,59.052364,5899700
2005-09-30,80.019997,80.500000,79.970001,80.220001,58.949493,5536500
2005-10-03,80.220001,80.599998,79.500000,80.449997,59.118511,5297600
2005-10-04,80.650002,81.470001,79.930000,80.110001,58.868664,6365100
2005-10-05,80.110001,80.680000,79.559998,79.820000,58.655544,4998800
2005-10-06,79.820000,80.269997,78.699997,79.699997,58.567375,8130200
2005-10-07,80.250000,81.120003,80.089996,80.500000,59.155231,6130100
2005-10-10,81.239998,82.099998,81.080002,81.250000,59.706394,7882900
2005-10-11,82.250000,83.519997,81.970001,83.190002,61.131973,9781300
2005-10-12,82.750000,82.930000,81.949997,82.190002,60.397141,7580800
2005-10-13,81.699997,83.199997,81.699997,82.199997,60.404484,5530600
2005-10-14,82.599998,82.709999,81.599998,82.349998,60.514698,5573700
2005-10-17,82.360001,82.989998,81.930000,82.589996,60.691090,7964800
2005-10-18,84.330002,84.599998,83.349998,83.480003,61.345093,12045300
2005-10-19,82.410004,84.199997,82.379997,84.169998,61.852127,7502600
2005-10-20,84.000000,84.190002,82.879997,83.169998,61.117279,5752700
2005-10-21,83.080002,84.000000,82.910004,83.330002,61.234882,6020700
2005-10-24,83.150002,83.610001,82.599998,83.470001,61.337761,5482200
2005-10-25,83.080002,83.949997,82.709999,83.360001,61.256912,5393300
2005-10-26,82.970001,83.870003,82.720001,82.889999,60.911533,4270800
2005-10-27,82.529999,82.930000,82.250000,82.309998,60.485306,3705800
2005-10-28,82.320000,82.430000,80.500000,81.419998,59.831306,6941300
2005-10-31,81.510002,82.300003,81.300003,81.879997,60.169338,7531200
2005-11-01,81.849998,82.150002,81.290001,81.589996,59.956219,5653100
2005-11-02,81.199997,81.889999,80.639999,81.059998,59.566761,6447400
2005-11-03,81.550003,83.029999,81.309998,82.870003,60.896820,7690900
2005-11-04,82.910004,83.300003,82.650002,83.000000,60.992359,3831400
2005-11-07,83.099998,83.849998,83.070000,83.610001,61.440605,4455100
2005-11-08,83.410004,83.900002,83.110001,83.150002,61.249092,3798000
2005-11-09,82.709999,83.330002,82.489998,82.839996,61.020737,3936200
2005-11-10,82.699997,84.300003,82.300003,83.989998,61.867844,4732000
2005-11-11,84.199997,84.839996,84.150002,84.550003,62.280354,4841300
2005-11-14,84.250000,85.000000,84.110001,84.360001,62.140388,3915300
2005-11-15,84.029999,85.900002,84.029999,85.529999,63.002213,6830800
2005-11-16,85.449997,86.580002,85.389999,86.540001,63.746212,6694100
2005-11-17,86.180000,86.980003,85.760002,86.889999,64.004028,5293600
2005-11-18,88.000000,88.000000,87.169998,87.769997,64.652237,7985800
2005-11-21,87.599998,87.870003,87.010002,87.290001,64.298683,4807900
2005-11-22,86.879997,88.080002,86.879997,87.989998,64.814301,5786600
2005-11-23,88.120003,89.389999,87.949997,88.800003,65.410950,5399300
2005-11-25,88.949997,89.320000,88.620003,88.800003,65.410950,2199300
2005-11-28,88.800003,89.430000,88.750000,89.110001,65.639282,5197900
2005-11-29,89.180000,89.940002,89.019997,89.099998,65.631912,5147000
2005-11-30,89.050003,89.639999,88.730003,88.900002,65.484604,6021500
