Date,Open,High,Low,Close,Adj Close,Volume
2002-07-30,81.750000,81.900002,81.519997,81.519997,44.042843,6100
2002-07-31,81.949997,82.800003,81.900002,82.529999,44.588531,29400
2002-08-01,82.540001,83.019997,82.540001,83.000000,44.842430,25000
2002-08-02,83.160004,84.099998,82.879997,83.849998,45.301666,52800
2002-08-05,84.040001,84.440002,83.849998,84.220001,45.501549,61100
2002-08-06,83.870003,83.900002,83.220001,83.500000,45.112572,64900
2002-08-07,83.599998,84.139999,83.360001,83.699997,45.220638,40300
2002-08-08,83.580002,83.769997,83.360001,83.699997,45.220638,40900
2002-08-09,84.000000,84.879997,84.000000,84.879997,45.858158,35900
2002-08-12,85.300003,86.699997,85.139999,85.400002,46.139080,32100
2002-08-13,85.779999,86.470001,85.370003,86.449997,46.706352,75400
2002-08-14,87.459999,87.900002,86.750000,86.779999,46.884628,130000
2002-08-15,86.379997,86.500000,85.849998,86.019997,46.474010,87100
2002-08-16,86.440002,86.519997,84.820000,85.059998,45.955357,85000
2002-08-19,85.050003,85.339996,84.709999,85.320000,46.095848,47300
2002-08-20,85.620003,86.290001,85.599998,86.269997,46.609119,40800
2002-08-21,85.680000,86.099998,85.629997,85.809998,46.360634,40000
2002-08-22,85.550003,85.550003,85.059998,85.059998,45.955357,34400
2002-08-23,85.199997,85.949997,85.199997,85.900002,46.409233,20100
2002-08-26,85.699997,86.209999,85.669998,85.980003,46.452431,23900
2002-08-27,85.400002,85.680000,85.199997,85.440002,46.160667,301800
2002-08-28,86.040001,86.180000,85.839996,85.870003,46.393021,18100
2002-08-29,86.760002,86.860001,86.349998,86.559998,46.765774,135700
2002-08-30,86.750000,87.129997,86.449997,87.080002,47.046745,78100
2002-09-03,87.080002,88.040001,87.000000,88.040001,47.770027,102100
2002-09-04,88.029999,88.300003,87.839996,88.019997,47.759155,66300
2002-09-05,88.570000,88.650002,87.379997,88.500000,48.019615,648400
2002-09-06,87.970001,88.190002,87.199997,87.459999,47.455307,140000
2002-09-09,87.500000,87.830002,87.260002,87.330002,47.384769,83800
2002-09-10,87.169998,88.000000,87.000000,87.750000,47.612667,336000
2002-09-11,87.000000,87.300003,86.750000,87.290001,47.363075,177700
2002-09-12,87.480003,88.139999,87.470001,87.970001,47.732040,43400
2002-09-13,88.330002,88.940002,88.180000,88.779999,48.171520,155100
2002-09-16,89.199997,89.220001,88.900002,88.930000,48.252926,73000
2002-09-17,88.639999,89.320000,88.360001,89.099998,48.345177,75400
2002-09-18,89.160004,89.559998,89.019997,89.120003,48.356026,196600
2002-09-19,89.699997,89.769997,89.260002,89.720001,48.681545,109900
2002-09-20,89.449997,89.519997,89.059998,89.300003,48.453693,113500
2002-09-23,90.000000,90.239998,89.769997,90.099998,48.887756,163200
2002-09-24,90.300003,90.940002,90.209999,90.680000,49.202461,251900
2002-09-25,90.099998,90.360001,89.260002,89.580002,48.605591,127200
2002-09-26,89.050003,89.529999,88.610001,89.370003,48.491631,429000
2002-09-27,89.529999,90.040001,89.480003,90.040001,48.855183,298200
2002-09-30,90.660004,90.900002,90.080002,90.400002,49.050541,297800
2002-10-01,89.160004,89.300003,88.800003,88.940002,48.442142,257500
2002-10-02,89.239998,89.480003,88.839996,89.449997,48.719925,91000
2002-10-03,89.300003,89.510002,88.800003,89.230003,48.600140,29900
2002-10-04,88.400002,89.720001,88.400002,89.510002,48.752590,131000
2002-10-07,89.900002,89.959999,89.459999,89.660004,48.834328,433800
2002-10-08,89.500000,90.519997,89.360001,89.690002,48.850636,530900
2002-10-09,90.300003,90.379997,89.949997,90.150002,49.101166,402900
2002-10-10,90.169998,90.169998,89.279999,89.440002,48.714485,97100
2002-10-11,89.099998,89.220001,88.059998,88.379997,48.137115,421800
2002-10-14,88.500000,88.550003,88.070000,88.250000,48.066330,18300
2002-10-15,87.000000,87.300003,86.150002,86.160004,46.928001,297100
2002-10-16,86.599998,86.599998,85.889999,86.199997,46.949757,125200
2002-10-17,85.139999,85.559998,85.070000,85.150002,46.377880,233400
2002-10-18,85.019997,85.389999,84.279999,85.370003,46.497742,459100
2002-10-21,85.500000,85.599998,84.500000,84.540001,46.045628,134900
2002-10-22,84.849998,84.849998,84.220001,84.300003,45.914963,205000
2002-10-23,84.750000,85.199997,84.180000,84.330002,45.931259,127800
2002-10-24,84.160004,85.250000,84.080002,85.070000,46.334305,339600
2002-10-25,85.349998,85.559998,85.150002,85.379997,46.503197,146100
2002-10-28,85.559998,85.639999,85.199997,85.260002,46.437778,97800
2002-10-29,85.820000,86.889999,85.769997,86.370003,47.042362,125000
2002-10-30,86.370003,86.680000,86.070000,86.339996,47.026024,31900
2002-10-31,86.050003,86.860001,86.019997,86.730003,47.238430,512700
2002-11-01,86.300003,86.930000,85.250000,85.980003,47.040966,125100
2002-11-04,85.480003,85.750000,85.250000,85.599998,46.833019,342500
2002-11-05,85.599998,85.599998,85.089996,85.269997,46.652496,73800
2002-11-06,85.050003,86.129997,84.910004,85.610001,46.838528,118500
2002-11-07,87.050003,87.730003,86.849998,87.730003,47.998386,147900
2002-11-08,88.400002,88.650002,87.949997,88.440002,48.386848,294700
2002-11-11,88.550003,88.919998,88.400002,88.919998,48.649467,70000
2002-11-12,89.150002,89.150002,88.370003,88.410004,48.370445,494300
2002-11-13,88.449997,88.690002,87.959999,88.599998,48.474388,104700
2002-11-14,87.650002,87.650002,86.760002,86.760002,47.467701,118000
2002-11-15,86.540001,87.230003,86.260002,87.110001,47.659187,110700
2002-11-18,87.019997,87.629997,86.959999,87.500000,47.872559,32200
